"NEUTROPHIL","EARLY TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"NEUTROPHIL","LATE TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"NEUTROPHIL","CANCER-ASSOCIATED FIBROBLAST"
"ENDOTHELIAL CELL","CANCER STEM CELL"
"ENDOTHELIAL CELL","PROGENITOR CELL"
"ENDOTHELIAL CELL","LUMINAL EPITHELIAL CELL"
"ENDOTHELIAL CELL","PLASMA CELL"
"ENDOTHELIAL CELL","CANCER CELL"
"ENDOTHELIAL CELL","EPITHELIAL CELL"
"ENDOTHELIAL CELL","LUMINAL CELL"
"ENDOTHELIAL CELL","FIBROBLAST"
"ENDOTHELIAL CELL","MACROPHAGE"
"ENDOTHELIAL CELL","MYELOID CELL"
"ENDOTHELIAL CELL","B CELL"
"ENDOTHELIAL CELL","NEURON"
"ENDOTHELIAL CELL","BASAL CELL"
"ENDOTHELIAL CELL","STEM CELL"
"ENDOTHELIAL CELL","T CELL"
"ENDOTHELIAL CELL","PROSTATE STEM CELL"
"ENDOTHELIAL CELL","COLONY-FORMING CELL"
"ENDOTHELIAL CELL","NEUTROPHIL"
"ENDOTHELIAL CELL","NEUROENDOCRINE CELL"
"ENDOTHELIAL CELL","LNCAP CELL"
"ENDOTHELIAL CELL","DENTATE GRANULE CELL"
"ENDOTHELIAL CELL","SMOOTH MUSCLE CELL"
"ENDOTHELIAL CELL","MESENCHYMAL CELL"
"ENDOTHELIAL CELL","NATURAL KILLER CELL"
"ENDOTHELIAL CELL","EARLY TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"ENDOTHELIAL CELL","LATE TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"ENDOTHELIAL CELL","CANCER-ASSOCIATED FIBROBLAST"
"NEUROENDOCRINE CELL","CANCER STEM CELL"
"NEUROENDOCRINE CELL","PROGENITOR CELL"
"NEUROENDOCRINE CELL","LUMINAL EPITHELIAL CELL"
"NEUROENDOCRINE CELL","PLASMA CELL"
"NEUROENDOCRINE CELL","CANCER CELL"
